"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Baseline Perp.","Doppler","GroupID"
"S1A_IW_SLC__1SSV_20150219T114315_20150219T114342_004692_005CC5_F77C","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4692","70","120","2015-02-19T11:43:42.000000","2015-02-19T11:43:15.000000","SLC","2015-02-19T11:43:15.000000","2015-02-19T11:43:42.000000","38.1503","93.5443","37.134869","92.327232","37.528809","95.132706","38.755116","91.929924","39.147736","94.800804","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150219T114315_20150219T114342_004692_005CC5_F77C.zip","2344.548126220703","NA","NA","NA","0","S1A_IWSV_0120_0126_004692_070"
"S1A_IW_SLC__1SSV_20150217T120027_20150217T120054_004663_005C14_C0FF","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4663","41","129","2015-02-17T12:00:54.000000","2015-02-17T12:00:27.000000","SLC","2015-02-17T12:00:27.000000","2015-02-17T12:00:54.000000","40.8411","88.7884","39.823322","87.505562","40.220451","90.456673","41.442562","87.089996","41.838943","90.116669","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150217T120027_20150217T120054_004663_005C14_C0FF.zip","2183.381694793701","NA","NA","NA","0","S1A_IWSV_0129_0135_004663_041"
"S1A_IW_SLC__1SSV_20150217T120002_20150217T120030_004663_005C14_AF03","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4663","41","124","2015-02-17T12:00:30.000000","2015-02-17T12:00:02.000000","SLC","2015-02-17T12:00:02.000000","2015-02-17T12:00:30.000000","39.3214","89.1412","38.274715","87.894615","38.672729","90.778137","39.952141","87.474831","40.349052","90.430939","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150217T120002_20150217T120030_004663_005C14_AF03.zip","2345.014751434326","NA","NA","NA","0","S1A_IWSV_0124_0130_004663_041"
"S1A_IW_SLC__1SSV_20150217T115937_20150217T120004_004663_005C14_B075","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4663","41","119","2015-02-17T12:00:04.000000","2015-02-17T11:59:37.000000","SLC","2015-02-17T11:59:37.000000","2015-02-17T12:00:04.000000","37.8082","89.543","36.792679","88.330559","37.186333","91.124519","38.413635","87.93589","38.805859","90.794212","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150217T115937_20150217T120004_004663_005C14_B075.zip","2256.6892614364624","NA","NA","NA","0","S1A_IWSV_0119_0124_004663_041"
"S1A_IW_SLC__1SSV_20150217T115912_20150217T115939_004663_005C14_A5EB","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4663","41","114","2015-02-17T11:59:39.000000","2015-02-17T11:59:12.000000","SLC","2015-02-17T11:59:12.000000","2015-02-17T11:59:39.000000","36.3161","89.8798","35.300335","88.693085","35.69503","91.429337","36.921799","88.306541","37.314796","91.10257","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150217T115912_20150217T115939_004663_005C14_A5EB.zip","2240.2821369171143","NA","NA","NA","0","S1A_IWSV_0114_0119_004663_041"
"S1A_IW_SLC__1SSV_20150217T115847_20150217T115914_004663_005C14_606E","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4663","41","109","2015-02-17T11:59:14.000000","2015-02-17T11:58:47.000000","SLC","2015-02-17T11:58:47.000000","2015-02-17T11:59:14.000000","34.8225","90.2049","33.805698","89.040787","34.202305","91.726646","35.42836","88.661209","35.823036","91.402679","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150217T115847_20150217T115914_004663_005C14_606E.zip","2214.3007831573486","NA","NA","NA","0","S1A_IWSV_0109_0114_004663_041"
"S1A_IW_SLC__1SSV_20150217T115822_20150217T115849_004663_005C14_174C","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4663","41","104","2015-02-17T11:58:49.000000","2015-02-17T11:58:22.000000","SLC","2015-02-17T11:58:22.000000","2015-02-17T11:58:49.000000","33.3288","90.5307","32.311565","89.388748","32.709789","92.025253","33.934525","89.015762","34.330597","91.703918","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150217T115822_20150217T115849_004663_005C14_174C.zip","2287.1258401870728","NA","NA","NA","0","S1A_IWSV_0104_0110_004663_041"
"S1A_IW_SLC__1SSV_20150215T121553_20150215T121621_004634_005B67_F7CC","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4634","12","117","2015-02-15T12:16:21.000000","2015-02-15T12:15:53.000000","SLC","2015-02-15T12:15:53.000000","2015-02-15T12:16:21.000000","37.154","85.5467","36.108082","84.347015","36.504639","87.126137","37.787262","83.941101","38.182259","86.78508","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150215T121553_20150215T121621_004634_005B67_F7CC.zip","2328.2964210510254","NA","NA","NA","0","S1A_IWSV_0117_0122_004634_012"
"S1A_IW_SLC__1SSV_20150215T121528_20150215T121555_004634_005B67_D2AC","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4634","12","112","2015-02-15T12:15:55.000000","2015-02-15T12:15:28.000000","SLC","2015-02-15T12:15:28.000000","2015-02-15T12:15:55.000000","35.6359","85.9108","34.619835","84.735359","35.015263","87.446632","36.241673","84.35202","36.6353","87.121101","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150215T121528_20150215T121555_004634_005B67_D2AC.zip","2191.7362966537476","NA","NA","NA","0","S1A_IWSV_0112_0117_004634_012"
"S1A_IW_SLC__1SSV_20150215T121503_20150215T121530_004634_005B67_9D23","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4634","12","107","2015-02-15T12:15:30.000000","2015-02-15T12:15:03.000000","SLC","2015-02-15T12:15:03.000000","2015-02-15T12:15:30.000000","34.1433","86.2418","33.126808","85.090141","33.523449","87.748657","34.749332","84.713768","35.14394","87.425964","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150215T121503_20150215T121530_004634_005B67_9D23.zip","2271.843683242798","NA","NA","NA","0","S1A_IWSV_0107_0112_004634_012"
"S1A_IW_SLC__1SSV_20150215T121438_20150215T121505_004634_005B67_90E4","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4634","12","102","2015-02-15T12:15:05.000000","2015-02-15T12:14:38.000000","SLC","2015-02-15T12:14:38.000000","2015-02-15T12:15:05.000000","32.6486","86.5575","31.630728","85.42543","32.029881","88.040398","33.254391","85.054932","33.65131","87.719856","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150215T121438_20150215T121505_004634_005B67_90E4.zip","2250.428095817566","NA","NA","NA","0","S1A_IWSV_0102_0107_004634_012"
"S1A_IW_SLC__1SSV_20150212T115152_20150212T115219_004590_005A62_2C41","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4590","143","125","2015-02-12T11:52:19.000000","2015-02-12T11:51:52.000000","SLC","2015-02-12T11:51:52.000000","2015-02-12T11:52:19.000000","39.5744","91.1417","38.556362","89.883522","38.95422","92.778709","40.176422","89.476395","40.573269","92.442566","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150212T115152_20150212T115219_004590_005A62_2C41.zip","2182.9287061691284","NA","NA","NA","0","S1A_IWSV_0125_0130_004590_143"
"S1A_IW_SLC__1SSV_20150212T115126_20150212T115154_004590_005A62_BEA6","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4590","143","120","2015-02-12T11:51:54.000000","2015-02-12T11:51:26.000000","SLC","2015-02-12T11:51:26.000000","2015-02-12T11:51:54.000000","38.0589","91.5237","37.013626","90.308701","37.40918","93.122147","38.691753","89.897888","39.085903","92.779068","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150212T115126_20150212T115154_004590_005A62_BEA6.zip","2428.2017402648926","NA","NA","NA","0","S1A_IWSV_0120_0125_004590_143"
"S1A_IW_SLC__1SSV_20150212T115102_20150212T115129_004590_005A62_03F2","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4590","143","115","2015-02-12T11:51:29.000000","2015-02-12T11:51:02.000000","SLC","2015-02-12T11:51:02.000000","2015-02-12T11:51:29.000000","36.5408","91.886","35.524864","90.695084","35.91964","93.440727","37.146435","90.307213","37.539555","93.113327","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150212T115102_20150212T115129_004590_005A62_03F2.zip","2215.122434616089","NA","NA","NA","0","S1A_IWSV_0115_0120_004590_143"
"S1A_IW_SLC__1SSV_20150212T115037_20150212T115104_004590_005A62_692F","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4590","143","110","2015-02-12T11:51:04.000000","2015-02-12T11:50:37.000000","SLC","2015-02-12T11:50:37.000000","2015-02-12T11:51:04.000000","35.0477","92.2155","34.031181","91.048294","34.427479","93.741104","35.653465","90.667725","36.047863","93.416733","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150212T115037_20150212T115104_004590_005A62_692F.zip","2176.9774312973022","NA","NA","NA","0","S1A_IWSV_0110_0115_004590_143"
"S1A_IW_SLC__1SSV_20150212T115012_20150212T115039_004590_005A62_76A7","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4590","143","105","2015-02-12T11:50:39.000000","2015-02-12T11:50:12.000000","SLC","2015-02-12T11:50:12.000000","2015-02-12T11:50:39.000000","33.5544","92.5418","32.537155","91.397049","32.935043","94.040024","34.160233","91.023056","34.556004","93.718246","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150212T115012_20150212T115039_004590_005A62_76A7.zip","2207.272035598755","NA","NA","NA","0","S1A_IWSV_0105_0110_004590_143"
"S1A_IW_SLC__1SSV_20150210T120839_20150210T120906_004561_0059B4_7EEF","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4561","114","129","2015-02-10T12:09:06.000000","2015-02-10T12:08:39.000000","SLC","2015-02-10T12:08:39.000000","2015-02-10T12:09:06.000000","40.7187","86.7595","39.700722","85.47908","40.098038","88.424965","41.320278","85.064209","41.716827","88.085228","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150210T120839_20150210T120906_004561_0059B4_7EEF.zip","2080.7810230255127","NA","NA","NA","0","S1A_IWSV_0129_0134_004561_114"
"S1A_IW_SLC__1SSV_20150210T120814_20150210T120841_004561_0059B4_4D6D","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4561","114","124","2015-02-10T12:08:41.000000","2015-02-10T12:08:14.000000","SLC","2015-02-10T12:08:14.000000","2015-02-10T12:08:41.000000","39.2276","87.1061","38.209541","85.854378","38.607639","88.735001","39.8297","85.449471","40.226719","88.399872","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150210T120814_20150210T120841_004561_0059B4_4D6D.zip","2082.5279426574707","NA","NA","NA","0","S1A_IWSV_0124_0129_004561_114"
"S1A_IW_SLC__1SSV_20150210T120748_20150210T120816_004561_0059B4_64A0","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4561","114","119","2015-02-10T12:08:16.000000","2015-02-10T12:07:48.000000","SLC","2015-02-10T12:07:48.000000","2015-02-10T12:08:16.000000","37.7128","87.4951","36.667965","86.288071","37.063","89.083687","38.346069","85.879601","38.73962","88.741699","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150210T120748_20150210T120816_004561_0059B4_64A0.zip","2372.070135116577","NA","NA","NA","0","S1A_IWSV_0119_0124_004561_114"
"S1A_IW_SLC__1SSV_20150210T120723_20150210T120750_004561_0059B4_B45D","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4561","114","114","2015-02-10T12:07:50.000000","2015-02-10T12:07:23.000000","SLC","2015-02-10T12:07:23.000000","2015-02-10T12:07:50.000000","36.1941","87.8487","35.178398","86.663574","35.573414","89.396156","36.799549","86.277634","37.192852","89.069626","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150210T120723_20150210T120750_004561_0059B4_B45D.zip","2241.783568382263","NA","NA","NA","0","S1A_IWSV_0114_0119_004561_114"
"S1A_IW_SLC__1SSV_20150210T120659_20150210T120726_004561_0059B4_72B7","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4561","114","109","2015-02-10T12:07:26.000000","2015-02-10T12:06:59.000000","SLC","2015-02-10T12:06:59.000000","2015-02-10T12:07:26.000000","34.7012","88.1794","33.684742","87.018219","34.081104","89.697647","35.307091","86.639336","35.7015","89.373985","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150210T120659_20150210T120726_004561_0059B4_72B7.zip","2229.8243169784546","NA","NA","NA","0","S1A_IWSV_0109_0114_004561_114"
"S1A_IW_SLC__1SSV_20150210T120634_20150210T120701_004561_0059B4_663B","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4561","114","104","2015-02-10T12:07:01.000000","2015-02-10T12:06:34.000000","SLC","2015-02-10T12:06:34.000000","2015-02-10T12:07:01.000000","33.2072","88.501","32.189812","87.361031","32.588181","89.993355","33.813072","86.988441","34.209274","89.672112","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150210T120634_20150210T120701_004561_0059B4_663B.zip","2272.2018394470215","NA","NA","NA","0","S1A_IWSV_0104_0109_004561_114"
"S1A_IW_SLC__1SDV_20150206T000103_20150206T000130_004495_00583C_EFA2","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4495","48","482","2015-02-06T00:01:30.000000","2015-02-06T00:01:03.000000","SLC","2015-02-06T00:01:03.000000","2015-02-06T00:01:30.000000","33.0649","89.7248","33.670895","91.236229","34.067612","88.554543","32.046867","90.864052","32.445774","88.233421","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20150206T000103_20150206T000130_004495_00583C_EFA2.zip","4144.071516990662","NA","NA","NA","0","S1A_IWDV_0482_0487_004495_048"
"S1A_IW_SLC__1SDV_20150206T000038_20150206T000105_004495_00583C_1A75","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4495","48","477","2015-02-06T00:01:05.000000","2015-02-06T00:00:38.000000","SLC","2015-02-06T00:00:38.000000","2015-02-06T00:01:05.000000","34.5597","90.0429","35.166183","91.580841","35.560764","88.850143","33.542442","91.20237","33.939003","88.526566","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20150206T000038_20150206T000105_004495_00583C_1A75.zip","4083.72181224823","NA","NA","NA","0","S1A_IWDV_0477_0482_004495_048"
"S1A_IW_SLC__1SDV_20150206T000014_20150206T000040_004495_00583C_FCAD","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4495","48","472","2015-02-06T00:00:40.000000","2015-02-06T00:00:14.000000","SLC","2015-02-06T00:00:14.000000","2015-02-06T00:00:40.000000","36.0526","90.3676","36.658958","91.934807","37.051865","89.150063","35.036411","91.549492","35.431068","88.823746","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20150206T000014_20150206T000040_004495_00583C_FCAD.zip","4134.287157058716","NA","NA","NA","0","S1A_IWDV_0472_0477_004495_048"
"S1A_IW_SLC__1SDV_20150205T235949_20150206T000016_004495_00583C_FD6F","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4495","48","467","2015-02-06T00:00:16.000000","2015-02-05T23:59:49.000000","SLC","2015-02-05T23:59:49.000000","2015-02-06T00:00:16.000000","37.5425","90.7192","38.148083","92.324348","38.541748","89.469582","36.525414","91.930443","36.920555","89.139427","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20150205T235949_20150206T000016_004495_00583C_FD6F.zip","4050.2160596847534","NA","NA","NA","0","S1A_IWDV_0467_0472_004495_048"
"S1A_IW_SLC__1SDV_20150205T235923_20150205T235951_004495_00583C_B7C5","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4495","48","462","2015-02-05T23:59:51.000000","2015-02-05T23:59:23.000000","SLC","2015-02-05T23:59:23.000000","2015-02-05T23:59:51.000000","39.0632","91.0695","39.696335","92.719185","40.089622","89.794563","38.018021","92.302193","38.412529","89.448738","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20150205T235923_20150205T235951_004495_00583C_B7C5.zip","4399.413017272949","NA","NA","NA","0","S1A_IWDV_0462_0467_004495_048"
"S1A_IW_SLC__1SDV_20150205T235858_20150205T235925_004495_00583C_CFCC","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4495","48","457","2015-02-05T23:59:25.000000","2015-02-05T23:58:58.000000","SLC","2015-02-05T23:58:58.000000","2015-02-05T23:59:25.000000","40.5783","91.4576","41.179985","93.148933","41.576313","90.135063","39.560497","92.735268","39.957634","89.795975","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20150205T235858_20150205T235925_004495_00583C_CFCC.zip","4268.963412284851","NA","NA","NA","0","S1A_IWDV_0457_0462_004495_048"
"S1A_IW_SLC__1SDV_20150204T001725_20150204T001752_004466_00579C_2A8C","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4466","19","481","2015-02-04T00:17:52.000000","2015-02-04T00:17:25.000000","SLC","2015-02-04T00:17:25.000000","2015-02-04T00:17:52.000000","33.4128","85.6786","34.01926","87.195625","34.415249","84.503593","32.394791","86.822037","32.792927","84.181923","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20150204T001725_20150204T001752_004466_00579C_2A8C.zip","4055.7519817352295","NA","NA","NA","0","S1A_IWDV_0481_0486_004466_019"
"S1A_IW_SLC__1SDV_20150204T001700_20150204T001727_004466_00579C_D99A","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4466","19","476","2015-02-04T00:17:27.000000","2015-02-04T00:17:00.000000","SLC","2015-02-04T00:17:00.000000","2015-02-04T00:17:27.000000","34.9071","85.9983","35.513832","87.542557","35.90781","84.80024","33.890152","87.162621","34.286068","84.476112","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20150204T001700_20150204T001727_004466_00579C_D99A.zip","4075.978862762451","NA","NA","NA","0","S1A_IWDV_0476_0481_004466_019"
"S1A_IW_SLC__1SDV_20150204T001636_20150204T001703_004466_00579C_EBE5","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4466","19","471","2015-02-04T00:17:03.000000","2015-02-04T00:16:36.000000","SLC","2015-02-04T00:16:36.000000","2015-02-04T00:17:03.000000","36.4008","86.3242","37.007164","87.898224","37.399529","85.10083","35.384933","87.51133","35.778999","84.773918","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20150204T001636_20150204T001703_004466_00579C_EBE5.zip","4110.05685710907","NA","NA","NA","0","S1A_IWDV_0471_0476_004466_019"
"S1A_IW_SLC__1SDV_20150204T001611_20150204T001638_004466_00579C_7291","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4466","19","466","2015-02-04T00:16:38.000000","2015-02-04T00:16:11.000000","SLC","2015-02-04T00:16:11.000000","2015-02-04T00:16:38.000000","37.8926","86.6673","38.498737","88.277031","38.890919","85.413902","36.876396","87.881653","37.270008","85.083214","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20150204T001611_20150204T001638_004466_00579C_7291.zip","4039.6122035980225","NA","NA","NA","0","S1A_IWDV_0466_0471_004466_019"
"S1A_IW_SLC__1SDV_20150204T001546_20150204T001613_004466_00579C_1759","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4466","19","461","2015-02-04T00:16:13.000000","2015-02-04T00:15:46.000000","SLC","2015-02-04T00:15:46.000000","2015-02-04T00:16:13.000000","39.3771","87.0617","39.979195","88.722321","40.375996","85.764343","38.359043","88.316658","38.756908","85.428986","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20150204T001546_20150204T001613_004466_00579C_1759.zip","3538.998384475708","NA","NA","NA","0","S1A_IWDV_0461_0466_004466_019"
"S1A_IW_SLC__1SDV_20150204T001520_20150204T001548_004466_00579C_F875","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4466","19","456","2015-02-04T00:15:48.000000","2015-02-04T00:15:20.000000","SLC","2015-02-04T00:15:20.000000","2015-02-04T00:15:48.000000","40.8966","87.4129","41.526821","89.120193","41.922928","86.089561","39.85014","88.689682","40.247017","85.737488","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20150204T001520_20150204T001548_004466_00579C_F875.zip","4000.404891014099","NA","NA","NA","0","S1A_IWDV_0456_0461_004466_019"
"S1A_IW_SLC__1SDV_20150131T235302_20150131T235330_004422_005687_0AAC","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4422","150","484","2015-01-31T23:53:30.000000","2015-01-31T23:53:02.000000","SLC","2015-01-31T23:53:02.000000","2015-01-31T23:53:30.000000","32.313","91.6225","32.948273","93.128967","33.346336","90.46814","31.264566","92.746147","31.665005","90.13636","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20150131T235302_20150131T235330_004422_005687_0AAC.zip","4173.476259231567","NA","NA","NA","0","S1A_IWDV_0484_0490_004422_150"
"S1A_IW_SLC__1SDV_20150131T235237_20150131T235304_004422_005687_BCA5","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4422","150","479","2015-01-31T23:53:04.000000","2015-01-31T23:52:37.000000","SLC","2015-01-31T23:52:37.000000","2015-01-31T23:53:04.000000","33.8366","91.9482","34.442757","93.474808","34.838921","90.764969","32.818401","93.099236","33.216644","90.442474","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20150131T235237_20150131T235304_004422_005687_BCA5.zip","4070.346179962158","NA","NA","NA","0","S1A_IWDV_0479_0485_004422_150"
"S1A_IW_SLC__1SDV_20150131T235212_20150131T235239_004422_005687_301D","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4422","150","474","2015-01-31T23:52:39.000000","2015-01-31T23:52:12.000000","SLC","2015-01-31T23:52:12.000000","2015-01-31T23:52:39.000000","35.3306","92.272","35.936954","93.827156","36.331432","91.064545","34.313278","93.444916","34.709614","90.73941","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20150131T235212_20150131T235239_004422_005687_301D.zip","4006.71665763855","NA","NA","NA","0","S1A_IWDV_0474_0480_004422_150"
